Time,RTO
0.231544,1
0.916783,1.2425
1.02422,1.54082
1.1503,1.85498
1.27638,2.17365
1.40246,2.48925
1.52854,2.16805
1.59158,1.98344
1.71766,1.9671
2.0959,1.94412
2.22198,2.03956
2.34806,2.07305
2.47414,2.2055
2.60022,2.26093
2.7263,2.40585
2.85238,2.46714
2.97846,2.54252
3.10454,2.62675
3.23062,2.71612
3.3567,2.80806
3.48278,2.90076
3.60886,2.99304
3.73494,3.08413
3.86102,3.24556
3.9871,3.45095
4.11318,3.54096
4.23926,3.55243
4.36534,3.51089
4.49142,3.43694
4.6175,3.34404
4.74358,3.2416
4.86966,3.13611
4.99574,3.03191
5.12182,2.93181
5.2479,2.83754
5.37398,2.75002
5.50006,2.67081
5.62614,2.59843
5.75222,2.53279
5.8783,2.4725
6.00438,2.4187
6.13046,2.37085
6.25654,2.32838
6.38262,2.29078
6.5087,2.25755
6.63478,2.36998
6.76086,2.43667
6.88694,2.47125
7.01302,2.48482
7.1391,2.48307
7.26518,2.61307
7.39126,2.68767
7.51734,2.72357
7.64342,2.73296
7.7695,2.8664
7.89558,2.93815
8.02166,2.96826
8.14774,3.11185
8.27382,3.18763
8.3999,3.21652
8.52598,3.35549
8.65206,3.42568
8.77814,3.44744
8.90422,3.57849
9.0303,3.63935
9.15638,3.65224
9.28246,3.77501
9.40854,3.82823
9.53462,3.83415
9.6607,3.9506
9.78678,3.99812
9.91286,3.99893
10.0389,4.11081
10.165,4.15426
10.2911,4.15146
10.4172,4.26014
10.5433,4.30076
10.6693,4.29547
10.7954,4.40194
10.9215,4.44063
11.0476,4.43363
11.1737,4.5386
11.2997,4.57598
11.4258,4.56782
11.5519,4.67178
11.678,4.70826
11.8041,4.70045
11.9301,4.80446
12.0562,4.8408
12.1823,4.83159
12.3084,4.93453
12.4345,4.97004
12.5605,4.95905
12.6866,5.06075
12.8127,5.0954
12.9388,5.08498
13.0649,5.18704
13.1909,5.22192
13.317,5.21275
13.4431,5.31562
13.5692,5.35099
13.6953,5.34094
13.8213,5.44317
13.9474,5.47806
14.0735,5.46767
14.1996,5.56965
14.3257,5.60436
14.4517,5.59385
14.5778,5.69574
14.7039,5.73039
14.83,5.71872
14.9561,5.82097
15.0821,5.85588
15.2082,5.84552
15.3343,5.94752
15.4604,5.98225
15.5865,5.97175
15.7125,6.07365
15.8386,6.10832
15.9647,6.09777
16.0908,6.19964
16.2169,6.23429
16.3429,6.22373
16.469,6.32672
16.5951,6.3621
16.7212,6.352
16.8473,6.45412
16.9733,6.48888
17.0994,6.47836
17.2255,6.58019
17.3516,6.61363
17.4777,6.60225
17.6037,6.70355
17.7298,6.73783
17.8559,6.72705
17.982,6.82878
18.1081,6.86449
18.2341,6.85466
18.3602,6.957
18.4863,6.99194
18.6124,6.98156
18.7385,7.08351
18.8645,7.11819
18.9906,7.10762
19.1167,7.20945
19.2428,7.24404
19.3689,7.23343
19.4949,7.33523
19.621,7.36982
19.7471,7.3592
19.8732,7.46101
19.9993,7.49561
20.1253,7.48501
20.2514,7.58684
20.3775,7.62145
20.5036,7.61087
20.6297,7.71271
20.7557,7.74733
20.8818,7.73676
21.0079,7.83861
21.134,7.87325
21.2601,7.86381
21.3861,7.96641
21.5122,8.00151
21.6383,7.99121
21.7644,8.0932
21.8905,8.12787
22.0165,8.11616
22.1426,8.21722
22.2687,8.25132
22.3948,8.2404
22.5209,8.34204
22.6469,8.37655
38.4622,16.7531
43.5762,8.37655
69.8918,16.7531
72.4656,8.37655
94.8262,16.7531
101.705,8.37655
120.273,16.7531
127.133,8.37655
151.443,16.7531
156.557,8.37655
181.852,16.7531
186.966,8.37655
211.801,16.7531
211.935,8.37655
239.097,16.7531
244.085,8.37655
262.025,16.7531
266.368,8.37655
328.903,12.3039
329.092,14.5086
329.281,15.5167
329.408,15.7092
329.534,15.4175
329.66,14.762
329.786,13.9454
329.975,12.9934
330.164,11.9834
330.29,10.9698
330.416,10.0426
330.605,9.14597
330.794,8.29936
330.921,7.51401
331.047,6.85049
331.173,6.23255
331.299,5.72091
331.488,5.24077
331.614,4.8525
331.74,4.48065
331.866,4.1892
331.992,4.01473
332.118,3.81028
332.244,3.64963
332.37,3.52275
332.497,3.42199
332.623,3.34152
332.749,3.27688
332.875,3.31975
333.001,3.26979
333.127,3.30027
333.253,3.31366
333.379,3.31543
333.505,3.30952
333.631,3.36962
333.757,3.40227
333.883,3.34499
334.009,3.29941
334.136,3.26292
334.262,3.37528
334.388,3.44401
334.514,3.48196
334.64,3.5694
334.766,3.61768
334.892,3.63987
335.018,3.64203
335.144,3.77382
335.27,3.84875
335.396,3.88402
335.522,4.03393
335.649,4.11655
335.775,4.15244
335.901,4.2983
336.027,4.37394
336.153,4.40115
336.279,4.53747
336.405,4.60445
336.531,4.62273
336.657,4.75023
336.783,4.80762
336.909,4.8172
337.035,4.93686
337.161,4.9872
337.288,4.98935
337.414,5.10266
337.54,5.14756
337.666,5.14617
337.792,5.25619
337.918,5.29807
338.044,5.29505
338.17,5.40332
338.296,5.44342
338.422,5.43754
338.548,5.54341
338.674,5.58151
338.801,5.57393
338.927,5.67836
339.053,5.71523
339.179,5.7066
339.305,5.81014
339.431,5.84624
339.557,5.83808
339.683,5.94179
339.809,5.97672
339.935,5.96654
340.061,6.0688
340.187,6.10386
340.313,6.09371
340.44,6.19597
340.566,6.23098
340.692,6.22077
340.818,6.32296
340.944,6.35789
341.07,6.3476
341.196,6.45083
341.322,6.48642
341.448,6.47652
341.574,6.57881
341.7,6.61373
341.826,6.60335
341.953,6.7053
342.079,6.73885
342.205,6.72756
342.331,6.82895
342.457,6.8633
342.583,6.85258
342.709,6.9555
342.835,6.99087
342.961,6.9808
343.087,7.08298
343.213,7.11782
343.339,7.10738
343.465,7.20929
343.592,7.24395
343.718,7.23338
343.844,7.33521
343.97,7.36982
344.096,7.35922
344.222,7.46104
344.348,7.49676
344.474,7.48577
344.6,7.58732
344.726,7.62174
344.852,7.61101
344.978,7.71276
345.105,7.74732
359.66,15.4946
365.151,7.74732
