Time,RTT
0.231544,0.231
0.790703,0.272
0.916783,0.323625
1.02422,0.382296
1.1503,0.449384
1.27638,0.523836
1.40246,0.604731
1.52854,0.621389
1.59158,0.64384
1.71766,0.679235
2.0959,0.712455
2.22198,0.757273
2.34806,0.796613
2.47414,0.846786
2.60022,0.890687
2.7263,0.944851
2.85238,0.992244
2.97846,1.04159
3.10454,1.09264
3.23062,1.14518
3.3567,1.19904
3.48278,1.25403
3.60886,1.31003
3.73494,1.3669
3.86102,1.43253
3.9871,1.50572
4.11318,1.56975
4.23926,1.62578
4.36534,1.67468
4.49142,1.71747
4.6175,1.75491
4.74358,1.78767
4.86966,1.81634
4.99574,1.84142
5.12182,1.86337
5.2479,1.88257
5.37398,1.89938
5.50006,1.9142
5.62614,1.92718
5.75222,1.93853
5.8783,1.94834
6.00438,1.95692
6.13046,1.96443
6.25654,1.971
6.38262,1.97675
6.5087,1.98178
6.63478,2.00193
6.76086,2.01957
6.88694,2.03499
7.01302,2.04862
7.1391,2.06054
7.26518,2.08672
7.39126,2.10963
7.51734,2.12968
7.64342,2.14722
7.7695,2.17832
7.89558,2.2054
8.02166,2.2291
8.14774,2.26559
8.27382,2.29751
8.3999,2.32545
8.52598,2.36564
8.65206,2.40094
8.77814,2.43182
8.90422,2.47459
9.0303,2.51202
9.15638,2.54476
9.28246,2.58917
9.40854,2.62802
9.53462,2.66202
9.6607,2.70752
9.78678,2.74733
9.91286,2.78216
10.0389,2.82839
10.165,2.86884
10.2911,2.90423
10.4172,2.95095
10.5433,2.99184
10.6693,3.0276
10.7954,3.07465
10.9215,3.11582
11.0476,3.15184
11.1737,3.19911
11.2997,3.24047
11.4258,3.27666
11.5519,3.32408
11.678,3.36557
11.8041,3.402
11.9301,3.44962
12.0562,3.4913
12.1823,3.52776
12.3084,3.57541
12.4345,3.61711
12.5605,3.65347
12.6866,3.70104
12.8127,3.74266
12.9388,3.77908
13.0649,3.82669
13.1909,3.86835
13.317,3.90493
13.4431,3.95269
13.5692,3.99448
13.6953,4.03104
13.8213,4.07879
13.9474,4.12056
14.0735,4.15712
14.1996,4.20485
14.3257,4.24662
14.4517,4.28317
14.5778,4.3309
14.7039,4.37266
14.83,4.40908
14.9561,4.45682
15.0821,4.49859
15.2082,4.53514
15.3343,4.58287
15.4604,4.62464
15.5865,4.66118
15.7125,4.70891
15.8386,4.75067
15.9647,4.78721
16.0908,4.83493
16.2169,4.87669
16.3429,4.91323
16.469,4.96108
16.5951,5.00294
16.7212,5.03957
16.8473,5.08738
16.9733,5.1292
17.0994,5.1658
17.2255,5.21358
17.3516,5.25525
17.4777,5.29172
17.6037,5.33938
17.7298,5.38108
17.8559,5.41757
17.982,5.46525
18.1081,5.50709
18.2341,5.54371
18.3602,5.59149
18.4863,5.63331
18.6124,5.66989
18.7385,5.71765
18.8645,5.75945
18.9906,5.79602
19.1167,5.84376
19.2428,5.88554
19.3689,5.9221
19.4949,5.96984
19.621,6.01161
19.7471,6.04816
19.8732,6.09589
19.9993,6.13765
20.1253,6.17419
20.2514,6.22192
20.3775,6.26368
20.5036,6.30022
20.6297,6.34794
20.7557,6.3897
20.8818,6.42623
21.0079,6.47395
21.134,6.51571
21.2601,6.55237
21.3861,6.6002
