Time,Threshold
0.038744,4294967295
18.9885,26860
33.3555,26520
49.3737,8500
58.9558,4080
71.7468,2040
127.367,4760
130.961,2210
134.995,1190
138.084,680
190.436,4250
253.442,5440
316.447,5610
