Time,Goodput
0.041856,58
0.12544,54
0.136752,394
0.139904,394
0.143056,394
0.146208,394
0.14936,394
0.152512,394
0.155664,394
0.158816,394
0.161968,394
0.16512,394
0.231088,394
0.23424,394
0.237392,394
0.240544,394
0.243696,394
0.246848,394
0.25,394
0.253152,394
0.256304,394
0.259456,394
0.262608,394
0.26576,394
0.268912,394
0.272064,394
0.325424,394
0.328576,394
0.331728,394
0.33488,394
0.338032,394
0.341184,394
0.344336,394
0.347488,394
0.35064,394
0.353792,394
0.356944,394
0.360096,394
0.363248,394
0.3664,394
0.369552,394
0.372704,394
0.375856,394
0.379008,394
0.38216,394
0.385312,394
0.388464,394
0.41976,394
0.422912,394
0.426064,394
0.429216,394
0.432368,394
0.43552,394
0.438672,394
0.441824,394
0.444976,394
0.448128,394
0.45128,394
0.454432,394
0.457584,394
0.460736,394
0.463888,394
0.46704,394
0.470192,394
0.473344,394
0.476496,394
0.479648,394
0.4828,394
0.485952,394
0.489104,394
0.492256,394
0.495408,394
0.49856,394
0.501712,394
0.504864,394
0.508016,394
0.511168,394
0.51432,394
0.517472,394
0.520624,394
0.523776,394
0.526928,394
0.53008,394
0.533232,394
0.536384,394
0.539536,394
0.542688,394
0.54584,394
0.548992,394
0.552144,394
0.555296,394
0.558448,394
0.5616,394
0.564752,394
0.567904,394
0.571056,394
0.574208,394
0.57736,394
0.580512,394
0.583664,394
0.586816,394
0.589968,394
0.59312,394
0.596272,394
0.599424,394
0.602576,394
0.605728,394
0.60888,394
0.612032,394
0.615184,394
0.618336,394
0.621488,394
0.62464,394
0.627792,394
0.630944,394
0.634096,394
0.637248,394
0.6404,394
0.643552,394
0.646704,394
0.649856,394
0.653008,394
0.65616,394
0.659312,394
0.662464,394
0.665616,394
0.668768,394
0.67192,394
0.675072,394
0.678224,394
0.681376,394
0.684528,394
0.68768,394
0.690832,394
0.693984,394
0.697136,394
0.700288,394
0.70344,394
0.706592,394
0.709744,394
0.712896,394
0.716048,394
0.7192,394
0.722352,394
0.725504,394
0.728656,394
0.731808,394
0.73496,394
0.738112,394
0.741264,394
0.744416,394
0.747568,394
0.75072,394
0.753872,394
0.757024,394
0.760176,394
0.763328,394
0.76648,394
0.769632,394
0.772784,394
0.775936,394
0.779088,394
0.78224,394
0.785392,394
0.788544,394
0.791696,394
0.794848,394
0.798,394
0.801152,394
0.804304,394
0.807456,394
0.810608,394
0.81376,394
0.816912,394
0.820064,394
0.823216,394
0.826368,394
0.82952,394
0.832672,394
0.835824,394
0.838976,394
0.842128,394
0.84528,394
0.848432,394
0.851584,394
0.854736,394
0.857888,394
0.86104,394
0.864192,394
0.867344,394
0.870496,394
0.873648,394
0.8768,394
0.879952,394
0.883104,394
0.886256,394
0.889408,394
0.89256,394
0.895712,394
0.898864,394
0.902016,394
0.905168,394
0.90832,394
0.911472,394
0.914624,394
0.917776,394
0.920928,394
0.92408,394
0.927232,394
0.930384,394
0.933536,394
0.936688,394
0.93984,394
0.942992,394
0.946144,394
0.949296,394
0.952448,394
0.9556,394
0.958752,394
0.961904,394
0.965056,394
0.968208,394
0.97136,394
0.974512,394
0.977664,394
0.980816,394
0.983968,394
0.98712,394
0.990272,394
0.993424,394
0.996576,394
0.999728,394
1.00288,394
1.00603,394
1.00918,394
1.01234,394
1.01549,394
1.01864,394
1.02179,394
1.02494,394
1.0281,394
1.03125,394
1.0344,394
1.03755,394
1.0407,394
1.04386,394
1.04701,394
1.05016,394
1.05331,394
1.05646,394
1.05962,394
1.06277,394
1.06592,394
1.06907,394
1.07222,394
1.07538,394
1.07853,394
1.08168,394
1.08483,394
1.08798,394
1.09114,394
1.09429,394
1.09744,394
1.10059,394
1.10374,394
1.1069,394
1.11005,394
1.1132,394
1.11635,394
1.1195,394
1.12266,394
1.12581,394
1.12896,394
1.13211,394
1.13526,394
1.13842,394
1.14157,394
1.14472,394
1.14787,394
1.15102,394
1.15418,394
1.15733,394
1.16048,394
1.16363,394
1.16678,394
1.16994,394
1.17309,394
1.17624,394
1.17939,394
1.18254,394
1.1857,394
1.18885,394
1.192,394
1.19515,394
1.1983,394
1.20146,394
1.20461,394
1.20776,394
1.21091,394
1.21406,394
1.21722,394
1.22037,394
1.22352,394
1.22667,394
1.22982,394
1.23298,394
1.23613,394
1.23928,394
1.24243,394
1.24558,394
1.24874,394
1.25189,394
1.25504,394
1.25819,394
1.26134,394
1.2645,394
1.26765,394
1.2708,394
1.27395,394
1.2771,394
1.28026,394
1.28341,394
1.28656,394
1.28971,394
1.29286,394
1.29602,394
1.29917,394
1.30232,394
1.30547,394
1.30862,394
1.31178,394
1.31493,394
1.31808,394
1.32123,394
1.32438,394
1.32754,394
1.33069,394
1.33384,394
1.33699,394
1.34014,394
1.3433,394
1.34645,394
1.3496,394
1.35275,394
1.3559,394
1.35906,394
1.36221,394
1.36536,394
1.36851,394
1.37166,394
1.37482,394
1.37797,394
1.38112,394
1.38427,394
1.38742,394
1.39058,394
1.39373,394
1.39688,394
1.40003,394
1.40318,394
1.40634,394
1.40949,394
1.41264,394
1.41579,394
1.41894,394
1.4221,394
1.42525,394
1.4284,394
1.43155,394
1.4347,394
1.43786,394
1.44101,394
1.44416,394
1.44731,394
1.45046,394
1.45362,394
1.45677,394
1.45992,394
1.46307,394
1.46622,394
1.46938,394
1.47253,394
1.47568,394
1.47883,394
1.48198,394
1.48514,394
1.48829,394
1.49144,394
1.49459,394
1.49774,394
1.5009,394
1.50405,394
1.5072,394
1.51035,394
1.5135,394
1.51666,394
1.51981,394
1.52296,394
1.52611,394
1.52926,394
1.53242,394
1.53557,394
1.53872,394
1.54187,394
1.54502,394
1.54818,394
1.55133,394
1.55448,394
1.55763,394
1.56078,394
1.56394,394
1.56709,394
1.57024,394
1.57339,394
1.57654,394
1.5797,394
1.58285,394
1.586,394
1.58915,394
1.5923,394
1.59546,394
1.59861,394
1.60176,394
1.60491,394
1.60806,394
1.61122,394
1.61437,394
1.61752,394
1.62067,394
1.62382,394
1.62698,394
1.63013,394
1.63328,394
1.63643,394
1.63958,394
1.64274,394
1.64589,394
1.64904,394
1.65219,394
1.65534,394
1.6585,394
1.66165,394
1.6648,394
1.66795,394
1.6711,394
1.67426,394
1.67741,394
1.68056,394
1.68371,394
1.68686,394
1.69002,394
1.69317,394
1.69632,394
1.69947,394
1.70262,394
1.70578,394
1.70893,394
1.71208,394
1.71523,394
1.71838,394
1.72154,394
1.72469,394
1.72784,394
1.73099,394
1.73414,394
1.7373,394
1.74045,394
1.7436,394
1.74675,394
1.7499,394
1.75306,394
1.75621,394
1.75936,394
1.76251,394
1.76566,394
1.76882,394
1.77197,394
1.77512,394
1.77827,394
