Time,State
16.0626,0
16.1099,1
16.1162,3
16.2706,0
16.3179,1
16.3242,3
16.4786,0
16.5259,1
16.5322,3
16.6867,0
16.734,1
16.7403,3
16.8947,0
16.942,1
16.9483,3
17.1027,0
17.15,1
17.1563,3
17.3108,0
17.358,1
17.3644,3
17.5188,0
17.5535,1
17.5598,0
17.5629,1
17.5692,3
17.7237,0
17.771,1
17.7773,3
17.9317,0
17.979,1
17.9853,3
18.1429,0
18.1902,1
18.1965,3
18.3541,0
18.4014,1
18.4077,3
18.5653,0
18.6125,1
18.6188,3
18.7764,0
18.8237,1
18.83,3
18.9876,0
19.0349,1
19.0412,3
19.1988,0
19.2461,1
19.2524,3
19.41,0
19.4573,1
19.4636,3
19.6212,0
19.6685,1
19.6748,3
19.8324,0
19.8796,1
19.886,3
20.0436,0
20.0908,1
20.0971,3
20.2547,0
20.302,1
20.3083,3
20.4659,0
20.5006,1
20.5069,0
20.5164,1
20.5227,3
20.6803,0
20.7275,1
20.7338,3
20.8914,0
20.9261,1
20.9324,0
20.9356,1
20.9419,3
21.0963,0
21.131,1
21.1373,0
21.1468,1
21.1531,3
21.3107,0
21.339,1
21.3453,0
21.3548,1
21.3611,3
21.5155,0
21.5439,1
21.5502,0
21.5597,1
21.566,3
21.7204,0
21.7551,1
21.7614,0
21.7645,1
21.7708,3
21.9253,0
21.96,1
21.9663,0
21.9694,1
21.9757,3
22.1302,0
22.1775,1
22.1838,3
22.3382,0
22.3666,1
22.3729,0
22.3823,1
22.3886,3
22.5399,0
22.5683,1
22.5746,0
22.5841,1
22.5904,3
22.7448,0
22.7795,1
22.7889,0
22.7921,1
22.7984,3
22.9497,0
22.9844,1
22.9907,0
22.9938,1
23.0001,3
23.1483,0
23.1892,1
23.1956,0
23.1987,1
23.205,3
23.3563,0
23.3721,1
23.3784,0
23.3878,1
23.3941,0
23.3973,1
23.4036,3
23.5549,0
23.5959,1
23.6022,0
23.6053,1
23.6116,3
23.7629,0
23.8039,1
23.8102,3
23.9615,0
24.0025,1
24.0088,0
24.0119,1
24.0182,3
24.1664,0
24.2073,1
24.2136,3
24.3618,0
24.4028,1
24.4091,0
24.4122,1
24.4185,3
24.5667,0
24.6076,1
24.614,3
24.7621,0
24.8031,1
24.8094,0
24.8125,1
24.8188,3
24.967,0
25.008,1
25.0143,3
25.1624,0
25.2034,1
25.2097,0
25.2128,1
25.2191,3
25.3673,0
25.4083,1
25.4146,3
25.5627,0
25.6037,1
25.61,0
25.6131,1
25.6194,3
25.7676,0
25.8086,1
25.8149,3
25.963,0
26.004,1
26.0103,0
26.0134,1
26.0197,3
26.1679,0
26.2089,1
26.2152,3
26.3633,0
26.4043,1
26.4106,0
26.4137,1
26.42,3
26.5713,0
26.6123,1
26.6186,3
26.7668,0
26.7699,1
26.7762,0
26.8235,1
26.8298,3
26.9843,0
27.0252,1
27.0315,3
27.186,0
27.2396,1
27.2459,3
27.4035,0
27.4381,1
27.4444,0
27.4476,1
27.4539,3
27.6084,0
27.643,1
27.6493,0
27.6588,1
27.6651,3
27.8195,0
27.8668,1
27.8731,3
28.0276,0
28.0748,1
28.0812,3
28.2388,0
28.286,1
28.2923,3
28.4499,0
28.4972,1
28.5035,3
28.6611,0
28.7084,1
28.7147,3
28.8723,0
28.9196,1
28.9259,3
29.0835,0
29.1308,1
29.1371,3
29.2947,0
29.342,1
29.3483,3
29.5059,0
29.5531,1
29.5594,3
29.717,0
29.7643,1
29.7706,3
29.9282,0
29.9755,1
29.9818,3
30.1394,0
30.1867,1
30.193,3
30.3506,0
30.379,1
30.3853,0
30.401,1
30.4073,3
30.5649,0
30.6122,1
30.6185,3
30.7761,0
30.7982,1
30.8045,0
30.8076,1
30.8139,0
30.8234,1
30.8297,3
30.9841,0
31.0062,1
31.0125,0
31.0283,1
31.0346,3
31.1922,0
31.2268,1
31.2332,0
31.2363,1
31.2426,3
31.3971,0
31.4443,1
31.4506,3
31.6051,0
31.6398,1
31.6461,0
31.6492,1
31.6555,3
31.8068,0
31.8541,1
31.8604,3
32.0148,0
32.0495,1
32.0558,0
32.059,1
32.0653,3
32.2134,0
32.2166,1
32.2229,0
32.2639,1
32.2702,3
32.4246,0
32.4593,1
32.4656,0
32.4687,1
32.475,3
32.6263,0
32.6736,1
32.6799,3
32.8278,0
32.831,1
32.8373,0
32.872,1
32.8783,3
33.0264,0
33.0737,1
33.08,3
33.2313,0
33.2344,1
33.2408,0
33.2565,1
33.2628,0
33.2786,1
33.2849,3
33.4362,0
33.4835,1
33.4898,3
33.6474,0
33.6694,1
33.6757,0
33.6789,1
33.6852,0
33.6946,1
33.7009,3
33.8491,0
33.8522,1
33.8585,0
33.8995,1
33.9058,3
34.0603,0
34.0886,1
34.0981,0
34.1012,1
34.1076,3
34.2557,0
34.2588,1
34.2652,0
34.3061,1
34.3124,3
34.4669,0
34.5142,1
34.5205,3
34.6781,0
34.7127,1
34.719,0
34.7222,1
34.7285,3
34.8829,0
34.9302,1
34.9365,3
35.091,0
35.1383,1
35.1446,3
35.3022,0
35.3494,1
35.3557,3
35.5133,0
35.5543,1
35.5606,0
35.5638,1
35.5701,3
35.7277,0
35.775,1
35.7813,3
35.9389,0
35.9735,1
35.983,0
35.9861,1
35.9924,3
36.1469,0
36.1816,1
36.1879,0
36.191,1
36.1973,3
36.3518,0
36.3864,1
36.3928,0
36.4022,1
36.4085,3
36.5661,0
36.6008,1
36.6071,0
36.6102,1
36.6165,3
36.771,0
36.8057,1
36.812,0
36.8151,1
36.8214,3
36.9759,0
37.0105,1
37.02,0
37.0232,1
37.0295,3
37.1839,0
37.2186,1
37.2249,0
37.228,1
37.2343,3
37.3888,0
37.4298,1
37.4361,0
37.4392,1
37.4455,3
37.6031,0
37.6189,1
37.6252,0
37.6346,1
37.6409,0
37.6441,1
37.6504,3
37.8048,0
37.808,1
37.8143,0
37.8238,1
37.8301,0
37.8458,1
37.8553,0
37.8584,1
37.8647,3
38.0192,0
38.0602,1
38.0665,3
38.2209,0
38.243,1
38.2493,0
38.2713,1
38.2776,3
38.4258,0
38.4668,1
38.4731,3
38.6212,0
38.6685,1
38.6748,3
38.8229,0
38.8702,1
38.8765,3
39.0247,0
39.072,1
39.0783,3
39.2264,0
39.2737,1
39.28,3
39.4281,0
39.4754,1
39.4817,3
39.6299,0
39.6771,1
39.6834,3
39.8316,0
39.8789,1
39.8852,3
40.0333,0
40.0806,1
40.0869,3
40.235,0
40.2382,1
40.2445,0
40.2855,1
40.2918,3
40.4431,0
40.4462,1
40.4525,0
40.4935,1
40.4998,3
40.6543,0
40.6574,1
40.6637,0
40.7047,1
40.711,3
40.8654,0
40.8686,1
40.8749,0
40.9159,1
40.9222,3
41.0798,0
41.1271,1
41.1334,3
41.291,0
41.3382,1
41.3445,3
41.4958,0
41.5431,1
41.5494,3
41.7039,0
41.7512,1
41.7575,3
41.9088,0
41.9119,1
41.9182,0
41.9592,1
41.9655,3
42.1168,0
42.1199,1
42.1262,0
42.1672,1
42.1735,3
42.3311,0
42.3784,1
42.3847,3
42.5423,0
42.5896,1
42.5959,3
42.7472,0
42.7945,1
42.8008,3
42.9552,0
43.0025,1
43.0088,3
43.1632,0
43.2105,1
43.2168,3
43.3713,0
43.4186,1
43.4249,3
43.5793,0
43.614,1
43.6203,0
43.6234,1
43.6297,3
43.7842,0
43.8315,1
43.8378,3
43.9922,0
44.0395,1
44.0458,3
44.2034,0
44.2507,1
44.257,3
44.4146,0
44.4556,1
44.4619,0
44.465,1
44.4713,3
44.6289,0
44.6762,1
44.6825,3
44.837,0
44.8842,1
44.8905,3
45.0481,0
45.0891,1
45.0954,0
45.0986,1
45.1049,3
45.2625,0
45.3098,1
45.3161,3
45.4705,0
45.5178,1
45.5241,3
45.6817,0
45.7227,1
45.729,0
45.7321,1
45.7384,3
45.896,0
45.9433,1
45.9496,3
46.1072,0
46.1419,1
46.1513,0
46.1545,1
46.1608,3
46.3152,0
46.3499,1
46.3562,0
46.3594,1
46.3657,3
46.5201,0
46.5611,1
46.5674,0
46.5706,1
46.5769,3
46.7313,0
46.7786,1
46.7849,3
46.9425,0
46.9772,1
46.9866,0
46.9898,1
46.9961,3
47.1505,0
47.1978,1
47.2041,3
47.3586,0
47.4058,1
47.4121,3
47.5666,0
47.6139,1
47.6202,3
47.7746,0
47.8219,1
47.8282,3
47.9827,0
48.0299,1
48.0362,3
48.1907,0
48.238,1
48.2443,3
48.3987,0
48.4334,1
48.4397,0
48.4428,1
48.4492,3
48.6004,0
48.6036,1
48.6099,0
48.6509,1
48.6572,3
48.8148,0
48.8621,1
48.8684,3
49.0228,0
49.026,1
49.0323,0
49.0732,1
49.0796,3
49.2308,0
49.234,1
49.2403,0
49.2813,1
49.2876,3
49.4452,0
49.4925,1
49.4988,3
49.6564,0
49.7036,1
49.71,3
49.8612,0
49.9085,1
49.9148,3
50.0693,0
50.1166,1
50.1229,3
50.2773,0
50.3246,1
50.3309,3
50.4853,0
50.5326,1
50.5389,3
50.6934,0
50.728,1
50.7344,0
50.7375,1
50.7438,3
50.8983,0
50.9455,1
50.9518,3
51.1063,0
51.1536,1
51.1599,3
51.3175,0
51.3648,1
51.3711,3
51.5287,0
51.5759,1
51.5822,3
51.7398,0
51.7871,1
51.7934,3
51.951,0
51.9983,1
52.0046,3
52.1622,0
52.2095,1
52.2158,3
52.3734,0
52.4207,1
52.427,3
52.5846,0
52.6319,1
52.6382,3
52.7958,0
52.843,1
52.8493,3
53.0069,0
53.0542,1
53.0605,3
53.2181,0
53.2654,1
53.2717,3
53.4293,0
53.4766,1
53.4829,3
53.6405,0
53.6752,1
53.6815,0
53.6909,1
53.6972,3
53.8548,0
53.9021,1
53.9084,3
54.066,0
54.1007,1
54.107,0
54.1101,1
54.1164,3
54.2709,0
54.3056,1
54.3119,0
54.3213,1
54.3276,3
54.4852,0
54.5136,1
54.5199,0
54.5294,1
54.5357,3
54.6901,0
54.7185,1
54.7248,0
54.7342,1
54.7405,3
54.895,0
54.9297,1
54.936,0
54.9391,1
54.9454,3
55.0999,0
55.1345,1
55.1408,0
55.144,1
55.1503,3
55.3048,0
55.352,1
55.3583,3
55.5128,0
55.5412,1
55.5475,0
55.5569,1
55.5632,3
55.7145,0
55.7429,1
55.7492,0
55.7586,1
55.7649,3
55.9194,0
55.9541,1
55.9635,0
55.9667,1
55.973,3
56.1243,0
56.1589,1
56.1652,0
56.1684,1
56.1747,3
56.3228,0
56.3638,1
56.3701,0
56.3733,1
56.3796,3
56.5309,0
56.5466,1
56.5529,0
56.5624,1
56.5687,0
56.5719,1
56.5782,3
56.7295,0
56.7704,1
56.7767,0
56.7799,1
56.7862,3
56.9375,0
56.9785,1
56.9848,3
57.1361,0
57.177,1
57.1833,0
57.1865,1
57.1928,3
57.3409,0
57.3819,1
57.3882,3
57.5364,0
57.5773,1
57.5836,0
57.5868,1
57.5931,3
57.7412,0
57.7822,1
57.7885,3
57.9367,0
57.9776,1
57.984,0
57.9871,1
57.9934,3
58.1416,0
58.1825,1
58.1888,3
58.337,0
58.378,1
58.3843,0
58.3874,1
58.3937,3
58.5419,0
58.5828,1
58.5891,3
58.7373,0
58.7783,1
58.7846,0
58.7877,1
58.794,3
58.9422,0
58.9831,1
58.9894,3
59.1376,0
59.1786,1
59.1849,0
59.188,1
59.1943,3
59.3425,0
59.3834,1
59.3897,3
59.5379,0
59.5789,1
59.5852,0
59.5883,1
59.5946,3
59.7459,0
59.7869,1
59.7932,3
59.9413,0
59.9445,1
59.9508,0
59.9981,1
60.0044,3
60.1588,0
60.1998,1
60.2061,3
60.3606,0
60.4141,1
60.4204,3
60.578,0
60.6127,1
60.619,0
60.6222,1
60.6285,3
60.7829,0
60.8176,1
60.8239,0
60.8334,1
60.8397,3
60.9941,0
61.0414,1
61.0477,3
61.2021,0
61.2494,1
61.2557,3
61.4133,0
61.4606,1
61.4669,3
61.6245,0
61.6718,1
61.6781,3
61.8357,0
61.883,1
61.8893,3
62.0469,0
62.0942,1
62.1005,3
62.2581,0
62.3053,1
62.3116,3
62.4692,0
62.5165,1
62.5228,3
62.6804,0
62.7277,1
62.734,3
62.8916,0
62.9389,1
62.9452,3
63.1028,0
63.1312,1
63.1375,0
63.1532,1
63.1595,3
63.3171,0
63.3644,1
63.3707,3
63.5283,0
63.5756,1
63.5819,3
63.7364,0
63.7836,1
63.7899,3
63.9444,0
63.9664,1
63.9728,0
63.9885,1
63.9948,3
64.1493,0
64.1965,1
64.2028,3
64.3604,0
64.3888,1
64.3983,0
64.4077,1
64.414,3
64.5685,0
64.6158,1
64.6221,3
64.7765,0
64.8049,1
64.8112,0
64.8206,1
64.8269,3
64.9814,0
65.0287,1
65.035,3
65.1894,0
65.2367,1
65.243,3
65.4006,0
65.4353,1
65.4416,0
65.451,1
65.4573,3
65.6149,0
65.6496,1
65.6559,0
65.6591,1
65.6654,3
65.8198,0
65.8734,1
65.8797,3
66.0373,0
66.0846,1
66.0909,3
66.2485,0
66.2832,1
66.2895,0
66.2989,1
66.3052,3
66.4628,0
66.5101,1
66.5164,3
66.674,0
66.7087,1
66.715,0
66.7181,1
66.7244,3
66.8789,0
66.9262,1
66.9325,3
67.0901,0
67.1374,1
67.1437,3
67.2981,0
67.3265,1
67.3328,0
67.3422,1
67.3485,3
67.503,0
67.5503,1
67.5566,3
67.7142,0
67.7488,1
67.7552,0
67.7583,1
67.7646,3
67.9191,0
67.9663,1
67.9726,3
68.1302,0
68.1775,1
68.1838,3
68.3383,0
68.3666,1
68.3729,0
68.3824,1
68.3887,3
68.5432,0
68.5904,1
68.5967,3
68.7512,0
68.7985,1
68.8048,3
68.9624,0
68.997,1
69.0033,0
69.0128,1
69.0191,3
69.1767,0
69.2114,1
69.2177,0
69.2208,1
69.2271,3
69.3816,0
69.4352,1
69.4415,3
69.5991,0
69.6464,1
69.6527,3
69.8103,0
69.8449,1
69.8512,0
69.8607,1
69.867,3
70.0246,0
70.0593,1
70.0656,0
70.0687,1
70.075,3
70.2295,0
70.2831,1
70.2894,3
70.447,0
70.4816,1
70.4879,0
70.4911,1
70.4974,3
70.6518,0
70.6676,1
70.6739,0
70.696,1
70.7023,3
70.8567,0
70.904,1
70.9103,3
71.0648,0
71.0931,1
71.0994,0
71.1089,1
71.1152,3
71.2665,0
71.2948,1
71.3012,0
71.3106,1
71.3169,3
71.4714,0
71.506,1
71.5123,0
71.5155,1
71.5218,3
71.6762,0
71.7109,1
71.7172,0
71.7204,1
71.7267,3
71.8811,0
71.9158,1
71.9252,0
71.9284,1
71.9347,3
72.0892,0
72.1238,1
72.1301,0
72.1333,1
72.1396,3
72.2972,0
72.3382,1
72.3445,0
72.3476,1
72.3539,3
72.5084,0
72.5556,1
72.562,3
72.7164,0
72.7637,1
72.77,3
72.9244,0
72.9654,1
72.9717,0
72.9749,1
72.9812,3
73.1325,0
73.1797,1
73.186,3
73.3373,0
73.3846,1
73.3909,3
73.5391,0
73.5864,1
73.5927,3
73.7408,0
73.744,1
73.7503,0
73.7912,1
73.7975,3
73.9488,0
73.952,1
73.9583,0
73.9993,1
74.0056,3
74.16,0
74.1632,1
74.1695,0
74.2104,1
74.2168,3
74.3744,0
74.4216,1
74.4279,3
74.5855,0
74.6202,1
74.6265,0
74.6297,1
74.636,3
74.7904,0
74.8377,1
74.844,3
75.0016,0
75.0363,1
75.0457,0
75.0489,1
75.0552,3
75.2096,0
75.2569,1
75.2632,3
75.4177,0
75.4649,1
75.4712,3
75.6257,0
75.673,1
75.6793,3
75.8337,0
75.8684,1
75.8747,0
75.8779,1
75.8842,3
76.0355,0
76.0386,1
76.0449,0
76.0859,1
76.0922,3
76.2498,0
76.2971,1
76.3034,3
76.4578,0
76.461,1
76.4673,0
76.5083,1
76.5146,3
76.6659,0
76.669,1
76.6753,0
76.7163,1
76.7226,3
76.877,0
76.8802,1
76.8865,0
76.9275,1
76.9338,3
77.0882,0
77.0914,1
77.0977,0
77.1387,1
77.145,3
77.3026,0
77.3498,1
77.3561,3
77.5137,0
77.561,1
77.5673,3
77.7186,0
77.7659,1
77.7722,3
77.9267,0
77.9739,1
77.9802,3
78.1347,0
78.1694,1
78.1757,0
78.1788,1
78.1851,3
78.3396,0
78.3868,1
78.3932,3
78.5476,0
78.5949,1
78.6012,3
78.7588,0
78.8061,1
78.8124,3
78.97,0
79.0172,1
79.0236,3
79.1812,0
79.2284,1
79.2347,3
79.3923,0
79.4396,1
79.4459,3
79.6035,0
79.6508,1
79.6571,3
79.8147,0
79.862,1
79.8683,3
80.0259,0
80.0732,1
80.0795,3
80.2371,0
80.2844,1
80.2907,3
80.4483,0
80.4955,1
80.5018,3
80.6594,0
80.7067,1
80.713,3
80.8706,0
80.9179,1
80.9242,3
81.0818,0
81.1165,1
81.1228,0
81.1322,1
81.1385,3
81.2961,0
81.3434,1
81.3497,3
81.5073,0
81.542,1
81.5483,0
81.5515,1
81.5578,3
81.7122,0
81.7469,1
81.7532,0
81.7626,1
81.7689,3
81.9265,0
81.9549,1
81.9612,0
81.9707,1
81.977,3
82.1314,0
82.1598,1
82.1661,0
82.1756,1
82.1819,3
82.3363,0
82.371,1
82.3773,0
82.3804,1
82.3867,3
82.5412,0
82.5759,1
82.5822,0
82.5853,1
82.5916,3
82.7461,0
82.7933,1
82.7996,3
82.9541,0
82.9825,1
82.9888,0
82.9982,1
83.0045,3
83.1558,0
83.1842,1
83.1905,0
83.2,1
83.2063,3
83.3607,0
83.3954,1
83.4048,0
83.408,1
83.4143,3
83.5656,0
83.5687,1
83.575,0
83.6034,1
83.6097,0
83.6129,1
83.6192,3
83.7705,0
83.7736,1
83.7799,0
83.8146,1
83.8209,0
83.824,1
83.8304,3
83.9848,0
84.0195,1
84.0258,0
84.0289,1
84.0352,3
84.1834,0
84.2307,1
84.237,3
84.3851,0
84.4198,1
84.4261,0
84.4292,1
84.4355,3
84.5835,0
84.6307,1
84.637,3
84.7852,0
84.8199,1
84.8262,0
84.8293,1
84.8356,3
84.9835,0
85.0308,1
85.0371,3
85.1853,0
85.2199,1
85.2262,0
85.2294,1
85.2357,3
85.3836,0
85.4309,1
85.4372,3
85.5853,0
85.5885,1
85.5948,0
85.6232,1
85.6295,0
85.6326,1
85.6389,3
85.7871,0
85.8344,1
85.8407,3
85.992,0
85.9951,1
86.0014,0
86.0298,1
86.0361,0
86.0392,1
86.0455,3
86.1937,0
86.241,1
86.2473,3
86.3986,0
86.4332,1
86.4395,0
86.4427,1
86.449,3
86.5969,0
86.6442,1
86.6505,3
86.7986,0
86.8333,1
86.8396,0
86.8428,1
86.8491,3
86.997,0
87.0443,1
87.0506,3
87.1987,0
87.2334,1
87.2397,0
87.2428,1
87.2492,3
87.3971,0
87.4444,1
87.4507,3
87.5988,0
87.602,1
87.6083,0
87.6366,1
87.6429,0
87.6461,1
87.6524,3
87.8005,0
87.8478,1
87.8541,3
88.0054,0
88.0086,1
88.0149,0
88.0432,1
88.0495,0
88.0527,1
88.059,3
88.2071,0
88.2544,1
88.2607,3
88.412,0
88.4467,1
88.453,0
88.4561,1
88.4624,3
88.6104,0
88.6576,1
88.664,3
88.8121,0
88.8468,1
88.8531,0
88.8562,1
88.8625,3
89.0104,0
89.0577,1
89.064,3
89.2122,0
89.2468,1
89.2532,0
89.2563,1
89.2626,3
89.4105,0
89.4578,1
89.4641,3
89.6123,0
89.6469,1
89.6532,0
89.6564,1
89.6627,3
89.8106,0
89.8579,1
89.8642,3
90.0123,0
90.047,1
90.0533,0
90.0565,1
90.0628,3
90.2107,0
90.258,1
90.2643,3
90.4124,0
90.4156,1
90.4219,0
90.4502,1
90.4565,0
90.4597,1
90.466,3
90.6141,0
90.6614,1
90.6677,3
90.819,0
90.8537,1
90.86,0
90.8632,1
90.8695,3
91.0174,0
91.0647,1
91.071,3
91.2191,0
91.2538,1
91.2601,0
91.2632,1
91.2695,3
91.4175,0
91.4647,1
91.471,3
91.6192,0
91.6539,1
91.6602,0
91.6633,1
91.6696,3
91.8175,0
91.8648,1
91.8711,3
92.0193,0
92.0224,1
92.0287,0
92.0571,1
92.0634,0
92.0665,1
92.0728,3
92.221,0
92.2683,1
92.2746,3
92.4259,0
92.429,1
92.4353,0
92.4637,1
92.47,0
92.4732,1
92.4795,3
92.6276,0
92.6749,1
92.6812,3
92.8325,0
92.8672,1
92.8735,0
92.8766,1
92.8829,3
93.0308,0
93.0781,1
93.0844,3
93.2326,0
93.2672,1
93.2735,0
93.2767,1
93.283,3
93.4309,0
93.4782,1
93.4845,3
93.6326,0
93.6673,1
93.6736,0
93.6768,1
93.6831,3
93.831,0
93.8783,1
93.8846,3
94.0327,0
94.0674,1
94.0737,0
94.0768,1
94.0832,3
94.2311,0
94.2784,1
94.2847,3
94.4328,0
94.436,1
94.4423,0
94.4706,1
94.4769,0
94.4801,1
94.4864,3
94.6345,0
94.6818,1
94.6881,3
94.8394,0
94.8426,1
94.8489,0
94.8772,1
94.8835,0
94.8867,1
94.893,3
95.0411,0
95.0884,1
95.0947,3
95.246,0
95.2807,1
95.287,0
95.2901,1
95.2964,3
95.4444,0
95.4916,1
95.498,3
95.6461,0
95.6808,1
95.6871,0
95.6902,1
95.6965,3
95.8444,0
95.8917,1
95.898,3
96.0462,0
96.0808,1
96.0872,0
96.0903,1
96.0966,3
96.2445,0
96.2918,1
96.2981,3
96.4463,0
96.4494,1
96.4557,0
96.4841,1
96.4904,0
96.4935,1
96.4998,3
96.648,0
96.6953,1
96.7016,3
96.8529,0
96.856,1
96.8623,0
96.8907,1
96.897,0
96.9001,1
96.9064,3
97.0546,0
97.1019,1
97.1082,3
97.2595,0
97.2941,1
97.3004,0
97.3036,1
97.3099,3
97.4578,0
97.5051,1
97.5114,3
97.6596,0
97.6942,1
97.7005,0
97.7037,1
97.71,3
97.8579,0
97.9052,1
97.9115,3
98.0596,0
98.0943,1
98.1006,0
98.1038,1
98.1101,3
98.258,0
98.3053,1
98.3116,3
98.4597,0
98.4944,1
98.5007,0
98.5038,1
98.5101,3
98.6581,0
98.7053,1
98.7116,3
98.8598,0
98.8945,1
98.9008,0
98.9039,1
98.9102,3
99.0581,0
99.1054,1
99.1117,3
99.2599,0
99.263,1
99.2693,0
99.2977,1
99.304,0
99.3072,1
99.3135,3
99.4616,0
99.5089,1
99.5152,3
99.6665,0
99.7012,1
99.7075,0
99.7106,1
99.7169,3
99.8648,0
99.9121,1
99.9184,3
100.067,0
100.101,1
100.108,0
100.111,1
100.117,3
100.265,0
100.312,1
100.318,3
100.467,0
100.501,1
100.508,0
100.511,1
100.517,3
100.665,0
100.712,1
100.719,3
100.867,0
100.87,1
100.876,0
100.905,1
100.911,0
100.914,1
100.92,3
101.068,0
101.116,1
101.122,3
101.273,0
101.276,1
101.283,0
101.311,1
101.317,0
101.321,1
101.327,3
101.475,0
101.522,1
101.529,3
101.68,0
101.715,1
101.721,0
101.724,1
101.73,3
101.878,0
101.926,1
101.932,3
102.08,0
102.115,1
102.121,0
102.124,1
102.13,3
102.278,0
102.326,1
102.332,3
102.48,0
102.515,1
102.521,0
102.524,1
102.531,3
102.678,0
102.726,1
102.732,3
102.88,0
102.915,1
102.921,0
102.924,1
102.931,3
103.079,0
103.126,1
103.132,3
103.28,0
103.283,1
103.29,0
103.318,1
103.324,0
103.328,1
103.334,3
103.482,0
103.529,1
103.536,3
103.687,0
103.69,1
103.696,0
103.725,1
103.731,0
103.734,1
103.74,3
103.889,0
103.936,1
103.942,3
104.093,0
104.128,1
104.134,0
104.138,1
104.144,3
104.292,0
104.339,1
104.345,3
104.494,0
104.528,1
104.535,0
104.538,1
104.544,3
104.692,0
104.739,1
104.745,3
104.894,0
104.928,1
104.935,0
104.938,1
104.944,3
105.092,0
105.139,1
105.146,3
105.294,0
105.297,1
105.303,0
105.332,1
105.338,0
105.341,1
105.347,3
105.495,0
105.543,1
105.549,3
105.7,0
105.703,1
105.71,0
105.738,1
105.744,0
105.748,1
105.754,3
105.902,0
105.949,1
105.956,3
106.107,0
106.142,1
106.148,0
106.151,1
106.157,3
106.305,0
106.353,1
106.359,3
106.507,0
106.542,1
106.548,0
106.551,1
106.557,3
106.705,0
106.753,1
106.759,3
106.907,0
106.942,1
106.948,0
106.951,1
106.958,3
107.105,0
107.153,1
107.159,3
107.307,0
107.342,1
107.348,0
107.351,1
107.358,3
107.506,0
107.553,1
107.559,3
107.707,0
107.742,1
107.748,0
107.751,1
107.758,3
107.906,0
107.953,1
107.959,3
108.107,0
108.11,1
108.117,0
108.145,1
108.151,0
108.155,1
108.161,3
108.309,0
108.356,1
108.363,3
108.514,0
108.549,1
108.555,0
108.558,1
108.564,3
108.712,0
108.76,1
108.766,3
108.914,0
108.949,1
