Time,RTT
0.0,0
0.083712,0.083
0.17848,0.0845
0.184784,0.086562
0.191088,0.089241
0.197392,0.092335
0.203696,0.095793
0.272816,0.107443
0.27912,0.106637
0.285424,0.105932
0.291728,0.10519
0.298032,0.105416
0.304336,0.105614
0.31064,0.105787
0.367152,0.113063
0.373456,0.111555
0.37976,0.11011
0.386064,0.109721
0.392368,0.10938
0.398672,0.109082
0.404976,0.109571
0.41128,0.109999
0.417584,0.110374
0.423888,0.111452
0.430192,0.11252
0.46464,0.11058
0.470944,0.109632
0.477248,0.108928
0.483552,0.108312
0.489856,0.108523
0.49616,0.108707
0.502464,0.108868
0.508768,0.109759
0.515072,0.110664
0.521376,0.111456
0.52768,0.112899
0.533984,0.114036
0.540288,0.115156
0.546592,0.116886
0.552896,0.1184
0.5592,0.119725
0.565504,0.121634
0.571808,0.119804
0.578112,0.118328
0.584416,0.117787
0.59072,0.117188
0.597024,0.116789
0.603328,0.11719
0.609632,0.117541
0.615936,0.117723
0.62224,0.118757
0.628544,0.119662
0.634848,0.120454
0.641152,0.122022
0.647456,0.123269
0.65376,0.12436
0.660064,0.12619
0.666368,0.127791
0.672672,0.129192
0.678976,0.131168
0.68528,0.132897
0.691584,0.134409
0.697888,0.136482
0.704192,0.138421
0.710496,0.139993
0.7168,0.142118
0.723104,0.144103
0.729408,0.14584
0.735712,0.14811
0.742016,0.150096
0.74832,0.151834
0.754624,0.154104
0.760928,0.156091
0.767232,0.157829
0.773536,0.1601
0.77984,0.162087
0.786144,0.163951
0.792448,0.166332
0.798752,0.168415
0.805056,0.170238
0.81136,0.172583
0.817664,0.174635
0.823968,0.17643
0.830272,0.178876
0.836576,0.180891
0.84288,0.182654
0.849184,0.185072
0.855488,0.187188
0.861792,0.188914
0.868096,0.191299
0.8744,0.193386
0.880704,0.195212
0.887008,0.197685
0.893312,0.199849
0.899616,0.201617
0.90592,0.203914
0.912224,0.206049
0.918528,0.207917
0.924832,0.210302
0.931136,0.212389
0.93744,0.214215
0.943744,0.216563
0.950048,0.218742
0.956352,0.220524
0.962656,0.222833
0.96896,0.224853
0.975264,0.226746
0.981568,0.229152
0.987872,0.231133
0.994176,0.232991
1.00048,0.235367
1.00678,0.237446
1.01309,0.23939
1.01939,0.241841
1.0257,0.24386
1.032,0.245752
1.0383,0.248158
1.04461,0.250263
1.05091,0.25198
1.05722,0.254357
1.06352,0.256437
1.06982,0.258257
1.07613,0.260724
1.08243,0.262758
1.08874,0.264538
1.09504,0.26697
1.10134,0.269098
1.10765,0.27096
1.11395,0.27334
1.12026,0.275422
1.12656,0.277244
1.13286,0.279588
1.13917,0.281764
1.14547,0.283543
1.15178,0.28585
1.15808,0.287993
1.16438,0.289868
1.17069,0.292259
1.17699,0.294226
1.1833,0.296072
1.1896,0.298438
1.1959,0.300508
1.20221,0.302319
1.20851,0.304654
1.21482,0.306697
1.22112,0.308609
1.22742,0.311032
1.23373,0.313153
1.24003,0.315008
1.24634,0.317382
1.25264,0.319459
1.25894,0.321276
1.26525,0.323741
1.27155,0.325773
1.27786,0.327551
1.28416,0.329982
1.29046,0.332109
1.29677,0.333845
1.30307,0.336239
1.30938,0.338334
1.31568,0.340167
1.32198,0.342521
1.32829,0.344705
1.33459,0.346491
1.3409,0.348804
1.3472,0.350953
1.3535,0.352833
1.35981,0.355228
1.36611,0.357324
1.37242,0.359158
1.37872,0.361513
1.38502,0.363698
1.39133,0.365485
1.39763,0.367799
1.40394,0.369824
1.41024,0.371721
1.41654,0.37413
1.42285,0.376113
1.42915,0.377973
1.43546,0.380351
1.44176,0.382432
1.44806,0.384378
1.45437,0.38683
1.46067,0.388851
1.46698,0.390619
1.47328,0.393041
1.47958,0.39516
1.48589,0.39689
1.49219,0.399278
1.4985,0.401368
1.5048,0.403197
1.5111,0.405672
1.51741,0.407713
1.52371,0.409498
1.53002,0.411935
1.53632,0.414068
1.54262,0.415934
1.54893,0.418317
1.55523,0.420402
1.56154,0.422226
1.56784,0.424572
1.57414,0.42675
1.58045,0.428531
1.58675,0.430839
1.59306,0.432984
1.59936,0.434861
1.60566,0.437253
1.61197,0.439221
