Time,Bytes
0.083713,340
0.083713,680
0.083713,1020
0.083713,1360
0.083713,1700
0.083713,2040
0.083713,2380
0.083713,2720
0.083713,3060
0.083713,3400
0.17848,3060
0.17848,3400
0.17848,3740
0.184784,3060
0.184784,3400
0.184784,3740
0.184784,4080
0.191088,3400
0.191088,3740
0.191088,4080
0.191088,4420
0.197392,3740
0.197392,4080
0.197392,4420
0.197392,4760
0.203696,4080
0.203696,4420
0.203696,4760
0.203696,5100
0.272816,4420
0.272816,4760
0.272816,5100
0.272816,5440
0.27912,4760
0.27912,5100
0.27912,5440
0.27912,5780
0.285424,5100
0.285424,5440
0.285424,5780
0.285424,6120
0.291728,5440
0.291728,5780
0.291728,6120
0.291728,6460
0.298032,5780
0.298032,6120
0.298032,6460
0.298032,6800
0.304336,6120
0.304336,6460
0.304336,6800
0.304336,7140
0.31064,6460
0.31064,6800
0.31064,7140
0.31064,7480
0.367152,6800
0.367152,7140
0.367152,7480
0.367152,7820
0.373456,7140
0.373456,7480
0.373456,7820
0.373456,8160
0.37976,7480
0.37976,7820
0.37976,8160
0.37976,8500
0.386064,7820
0.386064,8160
0.386064,8500
0.386064,8840
0.392368,8160
0.392368,8500
0.392368,8840
0.392368,9180
0.398672,8500
0.398672,8840
0.398672,9180
0.398672,9520
0.404976,8840
0.404976,9180
0.404976,9520
0.404976,9860
0.41128,9180
0.41128,9520
0.41128,9860
0.41128,10200
0.417584,9520
0.417584,9860
0.417584,10200
0.417584,10540
0.423888,9860
0.423888,10200
0.423888,10540
0.423888,10880
0.430192,10200
0.430192,10540
0.430192,10880
0.430192,11220
0.46464,10540
0.46464,10880
0.46464,11220
0.46464,11560
0.470944,10880
0.470944,11220
0.470944,11560
0.470944,11900
0.477248,11220
0.477248,11560
0.477248,11900
0.477248,12240
0.483552,11560
0.483552,11900
0.483552,12240
0.483552,12580
0.489856,11900
0.489856,12240
0.489856,12580
0.489856,12920
0.49616,12240
0.49616,12580
0.49616,12920
0.49616,13260
0.502464,12580
0.502464,12920
0.502464,13260
0.502464,13600
0.508768,12920
0.508768,13260
0.508768,13600
0.508768,13940
0.515072,13260
0.515072,13600
0.515072,13940
0.515072,14280
0.521376,13600
0.521376,13940
0.521376,14280
0.521376,14620
0.52768,13940
0.52768,14280
0.52768,14620
0.52768,14960
0.533984,14280
0.533984,14620
0.533984,14960
0.533984,15300
0.540288,14620
0.540288,14960
0.540288,15300
0.540288,15640
0.546592,14960
0.546592,15300
0.546592,15640
0.546592,15980
0.552896,15300
0.552896,15640
0.552896,15980
0.552896,16320
0.5592,15640
0.5592,15980
0.5592,16320
0.5592,16660
0.565504,15980
0.565504,16320
0.565504,16660
0.565504,17000
0.571808,16320
0.571808,16660
0.571808,17000
0.571808,17340
0.578112,16660
0.578112,17000
0.578112,17340
0.578112,17680
0.584416,17000
0.584416,17340
0.584416,17680
0.584416,18020
0.59072,17340
0.59072,17680
0.59072,18020
0.59072,18360
0.597024,17680
0.597024,18020
0.597024,18360
0.597024,18700
0.603328,18020
0.603328,18360
0.603328,18700
0.603328,19040
0.609632,18360
0.609632,18700
0.609632,19040
0.609632,19380
0.615936,18700
0.615936,19040
0.615936,19380
0.615936,19720
0.62224,19040
0.62224,19380
0.62224,19720
0.62224,20060
0.628544,19380
0.628544,19720
0.628544,20060
0.628544,20400
0.634848,19720
0.634848,20060
0.634848,20400
0.634848,20740
0.641152,20060
0.641152,20400
0.641152,20740
0.641152,21080
0.647456,20400
0.647456,20740
0.647456,21080
0.647456,21420
0.65376,20740
0.65376,21080
0.65376,21420
0.65376,21760
0.660064,21080
0.660064,21420
0.660064,21760
0.660064,22100
0.666368,21420
0.666368,21760
0.666368,22100
0.666368,22440
0.672672,21760
0.672672,22100
0.672672,22440
0.672672,22780
0.678976,22100
0.678976,22440
0.678976,22780
0.678976,23120
0.68528,22440
0.68528,22780
0.68528,23120
0.68528,23460
0.691584,22780
0.691584,23120
0.691584,23460
0.691584,23800
0.697888,23120
0.697888,23460
0.697888,23800
0.697888,24140
0.704192,23460
0.704192,23800
0.704192,24140
0.704192,24480
0.710496,23800
0.710496,24140
0.710496,24480
0.710496,24820
0.7168,24140
0.7168,24480
0.7168,24820
0.7168,25160
0.723104,24480
0.723104,24820
0.723104,25160
0.723104,25500
0.729408,24820
0.729408,25160
0.729408,25500
0.729408,25840
0.735712,25160
0.735712,25500
0.735712,25840
0.735712,26180
0.742016,25500
0.742016,25840
0.742016,26180
0.742016,26520
0.74832,25840
0.74832,26180
0.74832,26520
0.74832,26860
0.754624,26180
0.754624,26520
0.754624,26860
0.754624,27200
0.760928,26520
0.760928,26860
0.760928,27200
0.760928,27540
0.767232,26860
0.767232,27200
0.767232,27540
0.767232,27880
0.773536,27200
0.773536,27540
0.773536,27880
0.773536,28220
0.77984,27540
0.77984,27880
0.77984,28220
0.77984,28560
0.786144,27880
0.786144,28220
0.786144,28560
0.786144,28900
0.792448,28220
0.792448,28560
0.792448,28900
0.792448,29240
0.798752,28560
0.798752,28900
0.798752,29240
0.798752,29580
0.805056,28900
0.805056,29240
0.805056,29580
0.805056,29920
0.81136,29240
0.81136,29580
0.81136,29920
0.81136,30260
0.817664,29580
0.817664,29920
0.817664,30260
0.817664,30600
0.823968,29920
0.823968,30260
0.823968,30600
0.823968,30940
0.830272,30260
0.830272,30600
0.830272,30940
0.830272,31280
0.836576,30600
0.836576,30940
0.836576,31280
0.836576,31620
0.84288,30940
0.84288,31280
0.84288,31620
0.84288,31960
0.849184,31280
0.849184,31620
0.849184,31960
0.849184,32300
0.855488,31620
0.855488,31960
0.855488,32300
0.855488,32640
0.861792,31960
0.861792,32300
0.861792,32640
0.861792,32980
0.868096,32300
0.868096,32640
0.868096,32980
0.868096,33320
0.8744,32640
0.8744,32980
0.8744,33320
0.8744,33660
0.880704,32980
0.880704,33320
0.880704,33660
0.880704,34000
0.887008,33320
0.887008,33660
0.887008,34000
0.887008,34340
0.893312,33660
0.893312,34000
0.893312,34340
0.893312,34680
0.899616,34000
0.899616,34340
0.899616,34680
0.899616,35020
0.90592,34340
0.90592,34680
0.90592,35020
0.90592,35360
0.912224,34680
0.912224,35020
0.912224,35360
0.912224,35700
0.918528,35020
0.918528,35360
0.918528,35700
0.918528,36040
0.924832,35360
0.924832,35700
0.924832,36040
0.924832,36380
0.931136,35700
0.931136,36040
0.931136,36380
0.931136,36720
0.93744,36040
0.93744,36380
0.93744,36720
0.93744,37060
0.943744,36380
0.943744,36720
0.943744,37060
0.943744,37400
0.950048,36720
0.950048,37060
0.950048,37400
0.950048,37740
0.956352,37060
0.956352,37400
0.956352,37740
0.956352,38080
0.962656,37400
0.962656,37740
0.962656,38080
0.962656,38420
0.96896,37740
0.96896,38080
0.96896,38420
0.96896,38760
0.975264,38080
0.975264,38420
0.975264,38760
0.975264,39100
0.981568,38420
0.981568,38760
0.981568,39100
0.981568,39440
0.987872,38760
0.987872,39100
0.987872,39440
0.987872,39780
0.994176,39100
0.994176,39440
0.994176,39780
0.994176,40120
1.00048,39440
1.00048,39780
1.00048,40120
1.00048,40460
1.00678,39780
1.00678,40120
1.00678,40460
1.00678,40800
1.01309,40120
1.01309,40460
1.01309,40800
1.01309,41140
1.01939,40460
1.01939,40800
1.01939,41140
1.01939,41480
1.0257,40800
1.0257,41140
1.0257,41480
1.0257,41820
1.032,41140
