Time,Threshold
0.038744,4294967295
1.90462,12580
20.2493,37740
34.6178,37060
50.7606,29240
64.94,28560
87.0524,29920
94.9223,26860
102.987,17680
111.313,6120
116.104,7140
120.58,6460
124.362,4760
148.157,34680
162.358,34000
175.666,23800
189.3,22780
209.662,26180
216.866,25840
242.123,25160
260.476,15300
261.646,15640
273.137,10200
281.08,7820
287.258,9180
292.869,8160
297.534,6120
302.892,6460
307.999,6120
312.6,5100
335.134,30600
349.877,29920
365.251,22780
