Time,State
579.574,0
579.763,1
579.889,0
579.952,1
580.078,0
580.141,1
580.33,0
580.393,1
580.582,0
580.645,1
580.772,0
581.087,1
581.213,0
581.276,1
581.402,0
581.465,1
581.591,0
582.284,1
582.411,0
582.978,1
583.104,0
583.167,1
583.293,0
584.113,1
584.239,0
584.302,1
584.428,0
584.491,1
584.617,0
584.806,1
584.932,0
585.247,1
585.373,0
585.436,1
585.563,0
585.626,1
585.752,0
586.445,1
586.571,0
586.634,1
586.76,0
586.823,1
586.949,0
587.139,1
587.265,0
587.328,1
587.454,0
588.652,1
588.778,0
588.841,1
588.967,0
589.912,1
590.038,0
602.583,1
602.709,3
617.582,4
633.335,0
633.398,1
633.524,3
641.337,4
658.276,0
658.339,1
658.465,3
666.278,4
682.902,0
682.965,1
683.091,3
697.018,4
712.519,0
712.582,1
712.708,3
727.392,4
742.641,0
742.704,1
742.83,3
757.261,4
771.817,0
771.88,1
772.006,3
785.933,4
799.038,0
799.101,1
799.228,3
812.335,4
823.045,0
823.108,1
823.234,3
834.892,4
841.252,0
841.315,1
841.441,3
843.522,0
844.467,1
844.593,3
846.737,0
846.8,1
846.926,0
847.241,1
847.367,3
849.447,0
849.51,1
849.636,0
849.7,1
849.826,3
851.78,0
851.969,1
852.095,0
852.284,1
852.41,3
854.301,0
854.364,1
854.491,0
854.806,1
854.932,0
854.995,1
855.121,3
857.012,0
857.075,1
857.201,3
859.029,0
859.092,1
859.282,0
859.597,1
859.723,3
861.362,0
861.425,1
861.551,0
861.866,1
861.992,0
862.055,1
862.181,3
863.82,0
863.884,1
864.01,0
864.073,1
864.199,0
864.64,1
864.766,0
864.829,1
864.955,3
866.783,0
866.846,1
866.972,0
867.036,1
867.162,0
867.351,1
867.477,0
867.54,1
867.666,0
867.729,1
867.918,0
867.981,1
868.17,0
868.233,1
868.359,0
868.675,1
868.801,0
868.864,1
868.99,0
869.053,1
869.179,0
869.872,1
869.998,0
870.566,1
870.692,0
870.755,1
870.881,0
871.7,1
871.827,0
871.89,1
872.016,0
872.079,1
872.205,0
872.394,1
872.52,0
872.835,1
872.961,0
873.024,1
873.15,0
873.213,1
873.34,0
874.033,1
874.159,0
874.222,1
874.348,0
874.411,1
874.537,0
874.726,1
874.852,0
874.916,1
875.042,0
876.239,1
876.365,0
876.428,1
876.555,0
877.5,1
877.626,0
890.171,1
890.297,3
905.17,4
920.923,0
920.986,1
921.112,3
928.924,4
945.864,0
945.927,1
946.053,3
953.865,4
970.49,0
970.553,1
970.679,3
984.605,4
1000.11,0
1000.17,1
1000.3,3
1014.98,4
1030.23,0
1030.29,1
1030.42,3
1044.85,4
1059.4,0
1059.47,1
1059.59,3
1073.52,4
1086.63,0
1086.69,1
1086.82,3
1099.92,4
1110.63,0
1110.7,1
1110.82,3
1122.48,4
1128.84,0
1128.9,1
1129.03,3
1131.11,0
1132.06,1
1132.18,3
1134.32,0
1134.39,1
1134.51,0
1134.83,1
1134.95,3
1137.04,0
1137.1,1
1137.22,0
1137.29,1
1137.41,3
1139.37,0
1139.56,1
1139.68,0
1139.87,1
1140,3
1141.89,0
1141.95,1
1142.08,0
1142.39,1
1142.52,0
1142.58,1
1142.71,3
1144.6,0
1144.66,1
1144.79,3
1146.62,0
1146.68,1
1146.87,0
1147.18,1
1147.31,3
1148.95,0
1149.01,1
1149.14,0
1149.45,1
1149.58,0
1149.64,1
1149.77,3
1151.41,0
1151.47,1
1151.6,0
1151.66,1
1151.79,0
1152.23,1
1152.35,0
1152.42,1
1152.54,3
1154.37,0
1154.43,1
1154.56,0
1154.62,1
1154.75,0
1154.94,1
1155.06,0
1155.13,1
1155.25,0
1155.32,1
1155.51,0
1155.57,1
1155.76,0
1155.82,1
1155.95,0
1156.26,1
1156.39,0
1156.45,1
1156.58,0
1156.64,1
1156.77,0
1157.46,1
1157.59,0
1158.15,1
1158.28,0
1158.34,1
1158.47,0
1159.29,1
1159.41,0
1159.48,1
1159.6,0
1159.67,1
1159.79,0
1159.98,1
1160.11,0
1160.42,1
1160.55,0
1160.61,1
1160.74,0
1160.8,1
1160.93,0
1161.62,1
1161.75,0
1161.81,1
1161.94,0
1162,1
1162.13,0
1162.31,1
1162.44,0
1162.5,1
1162.63,0
1163.83,1
1163.95,0
1164.02,1
1164.14,0
1165.09,1
1165.21,0
1177.76,1
1177.89,3
1192.76,4
1208.51,0
1208.57,1
1208.7,3
1216.51,4
1233.45,0
1233.51,1
1233.64,3
1241.45,4
1258.08,0
1258.14,1
1258.27,3
1272.19,4
1287.69,0
1287.76,1
1287.88,3
1302.57,4
1317.82,0
1317.88,1
1318.01,3
1332.44,4
1346.99,0
1347.06,1
1347.18,3
1361.11,4
1374.21,0
1374.28,1
1374.4,3
1387.51,4
1398.22,0
1398.28,1
1398.41,3
1410.07,4
1416.43,0
1416.49,1
1416.62,3
1418.7,0
1419.64,1
1419.77,3
1421.91,0
1421.98,1
1422.1,0
1422.42,1
1422.54,3
1424.62,0
1424.69,1
1424.81,0
1424.88,1
1425,3
1426.96,0
1427.14,1
1427.27,0
1427.46,1
1427.59,3
1429.48,0
1429.54,1
1429.67,0
1429.98,1
1430.11,0
1430.17,1
1430.3,3
1432.19,0
1432.25,1
1432.38,3
1434.21,0
1434.27,1
1434.46,0
1434.77,1
1434.9,3
1436.54,0
1436.6,1
1436.73,0
1437.04,1
1437.17,0
1437.23,1
1437.36,3
1439,0
1439.06,1
1439.19,0
1439.25,1
1439.37,0
1439.82,1
1439.94,0
1440,1
1440.13,3
1441.96,0
1442.02,1
1442.15,0
1442.21,1
1442.34,0
1442.53,1
1442.65,0
1442.72,1
1442.84,0
1442.9,1
1443.09,0
1443.16,1
1443.35,0
1443.41,1
1443.54,0
1443.85,1
1443.98,0
1444.04,1
1444.17,0
1444.23,1
1444.35,0
1445.05,1
1445.17,0
1445.74,1
1445.87,0
1445.93,1
1446.06,0
1446.88,1
1447,0
1447.07,1
1447.19,0
1447.25,1
1447.38,0
1447.57,1
1447.7,0
1448.01,1
1448.14,0
1448.2,1
1448.33,0
1448.39,1
1448.52,0
1449.21,1
1449.33,0
1449.4,1
1449.52,0
1449.59,1
1449.71,0
1449.9,1
1450.03,0
1450.09,1
1450.22,0
1451.42,1
1451.54,0
1451.6,1
1451.73,0
1452.68,1
1452.8,0
1465.35,1
1465.47,3
1480.34,4
1496.1,0
1496.16,1
1496.29,3
1504.1,4
1521.04,0
1521.1,1
1521.23,3
1529.04,4
1545.67,0
1545.73,1
1545.85,3
1559.78,4
1575.28,0
1575.35,1
1575.47,3
1590.15,4
1605.4,0
1605.47,1
1605.59,3
1620.02,4
1634.58,0
1634.64,1
1634.77,3
1648.69,4
1661.8,0
1661.86,1
1661.99,3
1675.1,4
1685.81,0
1685.87,1
1686,3
1697.65,4
1704.02,0
1704.08,1
1704.2,3
1706.29,0
1707.23,1
1707.36,3
1709.5,0
1709.56,1
1709.69,0
1710,1
1710.13,3
1712.21,0
1712.27,1
1712.4,0
1712.46,1
1712.59,3
1714.54,0
1714.73,1
1714.86,0
1715.05,1
1715.17,3
1717.06,0
1717.13,1
1717.25,0
1717.57,1
1717.7,0
1717.76,1
1717.88,3
1719.78,0
1719.84,1
1719.96,3
1721.79,0
1721.86,1
1722.05,0
1722.36,1
1722.49,3
1724.13,0
1724.19,1
1724.31,0
1724.63,1
1724.76,0
1724.82,1
1724.94,3
1726.58,0
1726.65,1
1726.77,0
1726.84,1
1726.96,0
1727.4,1
1727.53,0
1727.59,1
1727.72,3
1729.55,0
1729.61,1
1729.74,0
1729.8,1
1729.93,0
1730.11,1
1730.24,0
1730.3,1
1730.43,0
1730.49,1
1730.68,0
1730.74,1
1730.93,0
1731,1
1731.12,0
1731.44,1
1731.56,0
1731.63,1
1731.75,0
1731.82,1
1731.94,0
1732.64,1
1732.76,0
1733.33,1
1733.46,0
1733.52,1
1733.64,0
1734.46,1
1734.59,0
1734.65,1
1734.78,0
1734.84,1
1734.97,0
1735.16,1
1735.28,0
1735.6,1
1735.72,0
1735.79,1
1735.91,0
1735.98,1
1736.1,0
1736.8,1
1736.92,0
1736.99,1
1737.11,0
1737.17,1
1737.3,0
1737.49,1
1737.62,0
1737.68,1
1737.81,0
1739,1
1739.13,0
1739.19,1
1739.32,0
1740.26,1
1740.39,0
1752.93,1
1753.06,3
1767.93,4
1783.69,0
1783.75,1
1783.88,3
1791.69,4
1808.63,0
1808.69,1
1808.82,3
1816.63,4
1833.25,0
1833.32,1
1833.44,3
1847.37,4
1862.87,0
1862.93,1
1863.06,3
1877.74,4
1892.99,0
1893.06,1
1893.18,3
1907.61,4
1922.17,0
1922.23,1
1922.36,3
1936.28,4
1949.39,0
1949.45,1
1949.58,3
1962.68,4
1973.4,0
1973.46,1
1973.59,3
1985.24,4
1991.6,0
1991.67,1
1991.79,3
1993.87,0
1994.82,1
1994.94,3
1997.09,0
1997.15,1
1997.28,0
1997.59,1
1997.72,3
1999.8,0
1999.86,1
1999.99,0
