Time,Threshold
0.0,0
0.15424,4294967295
20.135,27880
35.0054,25840
51.4944,8840
61.4547,4250
68.3261,2040
73.9366,1020
78.2864,680
958.829,18700
972.698,9180
984.047,8840
994.401,2550
997.3,1190
999.822,680
1876.33,18700
1890.2,9180
1901.55,8840
1911.9,2550
1914.8,1190
1917.32,680
