Time,Packets Lost,rxBytes,rxPackets,txBytes,txPackets
643,55,3993020,10188,4048684,10188
644,55,3999292,10204,4054956,10204
645,55,4005172,10219,4061228,10219
646,55,4011444,10235,4067500,10235
647,55,4017716,10251,4073772,10251
648,55,4023988,10267,4080044,10267
649,55,4030260,10283,4086316,10283
650,55,4036532,10299,4092588,10299
651,55,4042804,10315,4098076,10315
652,55,4048684,10330,4104740,10330
653,55,4054956,10346,4111012,10346
654,55,4061228,10362,4117284,10362
655,55,4067500,10378,4123556,10378
656,55,4073772,10394,4129828,10394
657,55,4080044,10410,4136100,10410
658,55,4086316,10426,4142372,10426
659,55,4092588,10442,4148644,10442
660,55,4098468,10457,4154916,10457
661,55,4104740,10473,4161188,10473
662,55,4111012,10489,4167460,10489
663,55,4117284,10505,4173732,10505
664,55,4123556,10521,4180004,10521
665,55,4129828,10537,4186276,10537
666,55,4136100,10553,4191764,10553
667,55,4141980,10568,4198428,10568
668,55,4148252,10584,4204700,10584
669,55,4154524,10600,4210972,10600
670,55,4160796,10616,4217244,10616
671,55,4167068,10632,4223516,10632
672,55,4173340,10648,4229788,10648
673,55,4179612,10664,4236060,10664
674,55,4185492,10679,4242332,10679
675,55,4191764,10695,4248604,10695
676,55,4198036,10711,4254876,10711
677,55,4204308,10727,4261148,10727
678,55,4210580,10743,4267420,10743
679,55,4216852,10759,4273692,10759
680,55,4223124,10775,4279180,10775
681,55,4229004,10790,4285844,10790
682,55,4235276,10806,4292116,10806
683,55,4241548,10822,4298388,10822
684,55,4247820,10838,4304660,10838
685,55,4254092,10854,4310932,10854
686,55,4260364,10870,4317204,10870
687,55,4266636,10886,4323476,10886
688,55,4272908,10902,4329748,10902
689,55,4278788,10917,4336020,10917
690,55,4285060,10933,4342292,10933
691,55,4291332,10949,4348564,10949
692,55,4297604,10965,4354836,10965
693,55,4303876,10981,4361108,10981
694,55,4310148,10997,4367380,10997
695,55,4316420,11013,4373260,11013
696,55,4322300,11028,4379532,11028
697,55,4328572,11044,4385804,11044
698,55,4334844,11060,4392076,11060
699,55,4341116,11076,4398348,11076
